"Indicator","Country","Date","Value"
"suspected_Ebola_deaths","Senegal",2014-10-01,0
"all_Ebola_deaths","Senegal",2014-10-01,0
"confirmed_Ebola_cases","Senegal",2014-10-03,1
"probable_Ebola_cases","Senegal",2014-10-03,0
"suspected_Ebola_cases","Senegal",2014-10-03,0
"all_Ebola_cases","Senegal",2014-10-03,1
"confirmed_Ebola_deaths","Senegal",2014-10-03,0
"probable_Ebola_deaths","Senegal",2014-10-03,0
"suspected_Ebola_deaths","Senegal",2014-10-03,0
"all_Ebola_deaths","Senegal",2014-10-03,0
"confirmed_Ebola_cases","Senegal",2014-10-08,1
"probable_Ebola_cases","Senegal",2014-10-08,0
"suspected_Ebola_cases","Senegal",2014-10-08,0
"all_Ebola_cases","Senegal",2014-10-08,1
"confirmed_Ebola_deaths","Senegal",2014-10-08,0
"probable_Ebola_deaths","Senegal",2014-10-08,0
"suspected_Ebola_deaths","Senegal",2014-10-08,0
"all_Ebola_deaths","Senegal",2014-10-08,0
"confirmed_Ebola_cases","Senegal",2014-10-10,1
"probable_Ebola_cases","Senegal",2014-10-10,0
"suspected_Ebola_cases","Senegal",2014-10-10,0
"all_Ebola_cases","Senegal",2014-10-10,1
"confirmed_Ebola_deaths","Senegal",2014-10-10,0
"probable_Ebola_deaths","Senegal",2014-10-10,0
"suspected_Ebola_deaths","Senegal",2014-10-10,0
"all_Ebola_deaths","Senegal",2014-10-10,0
"confirmed_Ebola_cases","Senegal",2014-10-15,1
"probable_Ebola_cases","Senegal",2014-10-15,0
"suspected_Ebola_cases","Senegal",2014-10-15,0
"all_Ebola_cases","Senegal",2014-10-15,1
"confirmed_Ebola_deaths","Senegal",2014-10-15,0
"probable_Ebola_deaths","Senegal",2014-10-15,0
"suspected_Ebola_deaths","Senegal",2014-10-15,0
"all_Ebola_deaths","Senegal",2014-10-15,0
"confirmed_Ebola_cases","Senegal",2014-10-17,1
"probable_Ebola_cases","Senegal",2014-10-17,0
"suspected_Ebola_cases","Senegal",2014-10-17,0
"all_Ebola_cases","Senegal",2014-10-17,1
"confirmed_Ebola_deaths","Senegal",2014-10-17,0
"probable_Ebola_deaths","Senegal",2014-10-17,0
"suspected_Ebola_deaths","Senegal",2014-10-17,0
"all_Ebola_deaths","Senegal",2014-10-17,0
"confirmed_Ebola_cases","Senegal",2014-10-22,1
"probable_Ebola_cases","Senegal",2014-10-22,0
"suspected_Ebola_cases","Senegal",2014-10-22,0
"all_Ebola_cases","Senegal",2014-10-22,1
"confirmed_Ebola_deaths","Senegal",2014-10-22,0
"probable_Ebola_deaths","Senegal",2014-10-22,0
"suspected_Ebola_deaths","Senegal",2014-10-22,0
"all_Ebola_deaths","Senegal",2014-10-22,0
"confirmed_Ebola_cases","Senegal",2014-10-25,1
"probable_Ebola_cases","Senegal",2014-10-25,0
"suspected_Ebola_cases","Senegal",2014-10-25,0
"all_Ebola_cases","Senegal",2014-10-25,1
"confirmed_Ebola_deaths","Senegal",2014-10-25,0
"probable_Ebola_deaths","Senegal",2014-10-25,0
"suspected_Ebola_deaths","Senegal",2014-10-25,0
"all_Ebola_deaths","Senegal",2014-10-25,0
"confirmed_Ebola_cases","Senegal",2014-10-29,1
"probable_Ebola_cases","Senegal",2014-10-29,0
"suspected_Ebola_cases","Senegal",2014-10-29,0
"all_Ebola_cases","Senegal",2014-10-29,1
"confirmed_Ebola_deaths","Senegal",2014-10-29,0
"probable_Ebola_deaths","Senegal",2014-10-29,0
"suspected_Ebola_deaths","Senegal",2014-10-29,0
"all_Ebola_deaths","Senegal",2014-10-29,0
"confirmed_Ebola_cases","Senegal",2014-10-31,1
"probable_Ebola_cases","Senegal",2014-10-31,0
"suspected_Ebola_cases","Senegal",2014-10-31,0
"all_Ebola_cases","Senegal",2014-10-31,1
"confirmed_Ebola_deaths","Senegal",2014-10-31,0
"probable_Ebola_deaths","Senegal",2014-10-31,0
"suspected_Ebola_deaths","Senegal",2014-10-31,0
"all_Ebola_deaths","Senegal",2014-10-31,0
"confirmed_Ebola_cases","Senegal",2014-11-05,1
"probable_Ebola_cases","Senegal",2014-11-05,0
"suspected_Ebola_cases","Senegal",2014-11-05,0
"all_Ebola_cases","Senegal",2014-11-05,1
"confirmed_Ebola_deaths","Senegal",2014-11-05,0
"probable_Ebola_deaths","Senegal",2014-11-05,0
"suspected_Ebola_deaths","Senegal",2014-11-05,0
"all_Ebola_deaths","Senegal",2014-11-05,0
"confirmed_Ebola_cases","Senegal",2014-11-07,1
"probable_Ebola_cases","Senegal",2014-11-07,0
"suspected_Ebola_cases","Senegal",2014-11-07,0
"all_Ebola_cases","Senegal",2014-11-07,1
"confirmed_Ebola_deaths","Senegal",2014-11-07,0
"probable_Ebola_deaths","Senegal",2014-11-07,0
"suspected_Ebola_deaths","Senegal",2014-11-07,0
"all_Ebola_deaths","Senegal",2014-11-07,0
"confirmed_Ebola_cases","Senegal",2014-11-12,1
"probable_Ebola_cases","Senegal",2014-11-12,0
"suspected_Ebola_cases","Senegal",2014-11-12,0
"all_Ebola_cases","Senegal",2014-11-12,1
"confirmed_Ebola_deaths","Senegal",2014-11-12,0
"probable_Ebola_deaths","Senegal",2014-11-12,0
"suspected_Ebola_deaths","Senegal",2014-11-12,0
"all_Ebola_deaths","Senegal",2014-11-12,0
"confirmed_Ebola_cases","Senegal",2014-11-14,1
"probable_Ebola_cases","Senegal",2014-11-14,0
"suspected_Ebola_cases","Senegal",2014-11-14,0
"all_Ebola_cases","Senegal",2014-11-14,1
"confirmed_Ebola_deaths","Senegal",2014-11-14,0
"probable_Ebola_deaths","Senegal",2014-11-14,0
"suspected_Ebola_deaths","Senegal",2014-11-14,0
"all_Ebola_deaths","Senegal",2014-11-14,0
"confirmed_Ebola_cases","Senegal",2014-11-19,1
"probable_Ebola_cases","Senegal",2014-11-19,0
"suspected_Ebola_cases","Senegal",2014-11-19,0
"all_Ebola_cases","Senegal",2014-11-19,1
"confirmed_Ebola_deaths","Senegal",2014-11-19,0
"probable_Ebola_deaths","Senegal",2014-11-19,0
"suspected_Ebola_deaths","Senegal",2014-11-19,0
"all_Ebola_deaths","Senegal",2014-11-19,0
"confirmed_Ebola_cases","Senegal",2014-11-21,1
"probable_Ebola_cases","Senegal",2014-11-21,0
"suspected_Ebola_cases","Senegal",2014-11-21,0
"all_Ebola_cases","Senegal",2014-11-21,1
"confirmed_Ebola_deaths","Senegal",2014-11-21,0
"probable_Ebola_deaths","Senegal",2014-11-21,0
"suspected_Ebola_deaths","Senegal",2014-11-21,0
"all_Ebola_deaths","Senegal",2014-11-21,0
"confirmed_Ebola_cases","Senegal",2014-11-26,1
"probable_Ebola_cases","Senegal",2014-11-26,0
"suspected_Ebola_cases","Senegal",2014-11-26,0
"all_Ebola_cases","Senegal",2014-11-26,1
"confirmed_Ebola_deaths","Senegal",2014-11-26,0
"probable_Ebola_deaths","Senegal",2014-11-26,0
"suspected_Ebola_deaths","Senegal",2014-11-26,0
"all_Ebola_deaths","Senegal",2014-11-26,0
"confirmed_Ebola_cases","Senegal",2014-12-01,1
"probable_Ebola_cases","Senegal",2014-12-01,0
"suspected_Ebola_cases","Senegal",2014-12-01,0
"all_Ebola_cases","Senegal",2014-12-01,1
"confirmed_Ebola_deaths","Senegal",2014-12-01,0
"probable_Ebola_deaths","Senegal",2014-12-01,0
"suspected_Ebola_deaths","Senegal",2014-12-01,0
"all_Ebola_deaths","Senegal",2014-12-01,0
"confirmed_Ebola_cases","Senegal",2014-12-03,1
"probable_Ebola_cases","Senegal",2014-12-03,0
"suspected_Ebola_cases","Senegal",2014-12-03,0
"all_Ebola_cases","Senegal",2014-12-03,1
"confirmed_Ebola_deaths","Senegal",2014-12-03,0
"probable_Ebola_deaths","Senegal",2014-12-03,0
"suspected_Ebola_deaths","Senegal",2014-12-03,0
"all_Ebola_deaths","Senegal",2014-12-03,0
"confirmed_Ebola_cases","Senegal",2014-12-10,1
"probable_Ebola_cases","Senegal",2014-12-10,0
"suspected_Ebola_cases","Senegal",2014-12-10,0
"all_Ebola_cases","Senegal",2014-12-10,1
"confirmed_Ebola_deaths","Senegal",2014-12-10,0
"probable_Ebola_deaths","Senegal",2014-12-10,0
"suspected_Ebola_deaths","Senegal",2014-12-10,0
"all_Ebola_deaths","Senegal",2014-12-10,0
"confirmed_Ebola_cases","Senegal",2014-12-15,1
"probable_Ebola_cases","Senegal",2014-12-15,0
"suspected_Ebola_cases","Senegal",2014-12-15,0
"all_Ebola_cases","Senegal",2014-12-15,1
"confirmed_Ebola_deaths","Senegal",2014-12-15,0
"probable_Ebola_deaths","Senegal",2014-12-15,0
"suspected_Ebola_deaths","Senegal",2014-12-15,0
"all_Ebola_deaths","Senegal",2014-12-15,0
"confirmed_Ebola_cases","Senegal",2014-12-17,1
"probable_Ebola_cases","Senegal",2014-12-17,0
"suspected_Ebola_cases","Senegal",2014-12-17,0
"all_Ebola_cases","Senegal",2014-12-17,1
"confirmed_Ebola_deaths","Senegal",2014-12-17,0
"probable_Ebola_deaths","Senegal",2014-12-17,0
"suspected_Ebola_deaths","Senegal",2014-12-17,0
"all_Ebola_deaths","Senegal",2014-12-17,0
"confirmed_Ebola_cases","Senegal",2014-12-22,1
"probable_Ebola_cases","Senegal",2014-12-22,0
"suspected_Ebola_cases","Senegal",2014-12-22,0
"all_Ebola_cases","Senegal",2014-12-22,1
"confirmed_Ebola_deaths","Senegal",2014-12-22,0
"probable_Ebola_deaths","Senegal",2014-12-22,0
"suspected_Ebola_deaths","Senegal",2014-12-22,0
"all_Ebola_deaths","Senegal",2014-12-22,0
"confirmed_Ebola_cases","Senegal",2014-12-23,1
"probable_Ebola_cases","Senegal",2014-12-23,0
"suspected_Ebola_cases","Senegal",2014-12-23,0
"all_Ebola_cases","Senegal",2014-12-23,1
"confirmed_Ebola_deaths","Senegal",2014-12-23,0
"probable_Ebola_deaths","Senegal",2014-12-23,0
"suspected_Ebola_deaths","Senegal",2014-12-23,0
"all_Ebola_deaths","Senegal",2014-12-23,0
"confirmed_Ebola_cases","Senegal",2014-12-24,1
"probable_Ebola_cases","Senegal",2014-12-24,0
"suspected_Ebola_cases","Senegal",2014-12-24,0
"all_Ebola_cases","Senegal",2014-12-24,1
"confirmed_Ebola_deaths","Senegal",2014-12-24,0
"probable_Ebola_deaths","Senegal",2014-12-24,0
"suspected_Ebola_deaths","Senegal",2014-12-24,0
"all_Ebola_deaths","Senegal",2014-12-24,0
"confirmed_Ebola_cases","Senegal",2014-12-26,1
"probable_Ebola_cases","Senegal",2014-12-26,0
"suspected_Ebola_cases","Senegal",2014-12-26,0
"all_Ebola_cases","Senegal",2014-12-26,1
"confirmed_Ebola_deaths","Senegal",2014-12-26,0
"probable_Ebola_deaths","Senegal",2014-12-26,0
"suspected_Ebola_deaths","Senegal",2014-12-26,0
"all_Ebola_deaths","Senegal",2014-12-26,0
"confirmed_Ebola_cases","Senegal",2014-12-29,1
"probable_Ebola_cases","Senegal",2014-12-29,0
"suspected_Ebola_cases","Senegal",2014-12-29,0
"all_Ebola_cases","Senegal",2014-12-29,1
"confirmed_Ebola_deaths","Senegal",2014-12-29,0
"probable_Ebola_deaths","Senegal",2014-12-29,0
"suspected_Ebola_deaths","Senegal",2014-12-29,0
"all_Ebola_deaths","Senegal",2014-12-29,0
"confirmed_Ebola_cases","Senegal",2014-12-30,1
"probable_Ebola_cases","Senegal",2014-12-30,0
"suspected_Ebola_cases","Senegal",2014-12-30,0
"all_Ebola_cases","Senegal",2014-12-30,1
"confirmed_Ebola_deaths","Senegal",2014-12-30,0
"probable_Ebola_deaths","Senegal",2014-12-30,0
"suspected_Ebola_deaths","Senegal",2014-12-30,0
"all_Ebola_deaths","Senegal",2014-12-30,0
"confirmed_Ebola_cases","Senegal",2014-12-31,1
"probable_Ebola_cases","Senegal",2014-12-31,0
"suspected_Ebola_cases","Senegal",2014-12-31,0
"all_Ebola_cases","Senegal",2014-12-31,1
"confirmed_Ebola_deaths","Senegal",2014-12-31,0
"probable_Ebola_deaths","Senegal",2014-12-31,0
"suspected_Ebola_deaths","Senegal",2014-12-31,0
"all_Ebola_deaths","Senegal",2014-12-31,0
"confirmed_Ebola_cases","Senegal",2015-01-02,1
"probable_Ebola_cases","Senegal",2015-01-02,0
"suspected_Ebola_cases","Senegal",2015-01-02,0
"all_Ebola_cases","Senegal",2015-01-02,1
"confirmed_Ebola_deaths","Senegal",2015-01-02,0
"probable_Ebola_deaths","Senegal",2015-01-02,0
"suspected_Ebola_deaths","Senegal",2015-01-02,0
"all_Ebola_deaths","Senegal",2015-01-02,0
"confirmed_Ebola_cases","Senegal",2015-01-05,1
"probable_Ebola_cases","Senegal",2015-01-05,0
"suspected_Ebola_cases","Senegal",2015-01-05,0
"all_Ebola_cases","Senegal",2015-01-05,1
"confirmed_Ebola_deaths","Senegal",2015-01-05,0
"probable_Ebola_deaths","Senegal",2015-01-05,0
"suspected_Ebola_deaths","Senegal",2015-01-05,0
"all_Ebola_deaths","Senegal",2015-01-05,0
"confirmed_Ebola_cases","Senegal",2015-01-06,1
"probable_Ebola_cases","Senegal",2015-01-06,0
"suspected_Ebola_cases","Senegal",2015-01-06,0
"all_Ebola_cases","Senegal",2015-01-06,1
"confirmed_Ebola_deaths","Senegal",2015-01-06,0
"probable_Ebola_deaths","Senegal",2015-01-06,0
"suspected_Ebola_deaths","Senegal",2015-01-06,0
"all_Ebola_deaths","Senegal",2015-01-06,0
"confirmed_Ebola_cases","Senegal",2015-01-07,1
"probable_Ebola_cases","Senegal",2015-01-07,0
"suspected_Ebola_cases","Senegal",2015-01-07,0
"all_Ebola_cases","Senegal",2015-01-07,1
"confirmed_Ebola_deaths","Senegal",2015-01-07,0
"probable_Ebola_deaths","Senegal",2015-01-07,0
"suspected_Ebola_deaths","Senegal",2015-01-07,0
"all_Ebola_deaths","Senegal",2015-01-07,0
"confirmed_Ebola_cases","Senegal",2015-01-14,1
"probable_Ebola_cases","Senegal",2015-01-14,0
"suspected_Ebola_cases","Senegal",2015-01-14,0
"all_Ebola_cases","Senegal",2015-01-14,1
"confirmed_Ebola_deaths","Senegal",2015-01-14,0
"probable_Ebola_deaths","Senegal",2015-01-14,0
"suspected_Ebola_deaths","Senegal",2015-01-14,0
"all_Ebola_deaths","Senegal",2015-01-14,0
"confirmed_Ebola_cases","Senegal",2015-01-15,1
"probable_Ebola_cases","Senegal",2015-01-15,0
"suspected_Ebola_cases","Senegal",2015-01-15,0
"all_Ebola_cases","Senegal",2015-01-15,1
"confirmed_Ebola_deaths","Senegal",2015-01-15,0
"probable_Ebola_deaths","Senegal",2015-01-15,0
"suspected_Ebola_deaths","Senegal",2015-01-15,0
"all_Ebola_deaths","Senegal",2015-01-15,0
"confirmed_Ebola_cases","Senegal",2015-01-16,1
"probable_Ebola_cases","Senegal",2015-01-16,0
"suspected_Ebola_cases","Senegal",2015-01-16,0
"all_Ebola_cases","Senegal",2015-01-16,1
"confirmed_Ebola_deaths","Senegal",2015-01-16,0
"probable_Ebola_deaths","Senegal",2015-01-16,0
"suspected_Ebola_deaths","Senegal",2015-01-16,0
"all_Ebola_deaths","Senegal",2015-01-16,0
"confirmed_Ebola_cases","Senegal",2015-01-19,1
"probable_Ebola_cases","Senegal",2015-01-19,0
"suspected_Ebola_cases","Senegal",2015-01-19,0
"all_Ebola_cases","Senegal",2015-01-19,1
"confirmed_Ebola_deaths","Senegal",2015-01-19,0
"probable_Ebola_deaths","Senegal",2015-01-19,0
"suspected_Ebola_deaths","Senegal",2015-01-19,0
"all_Ebola_deaths","Senegal",2015-01-19,0
"confirmed_Ebola_cases","Senegal",2015-01-20,1
"probable_Ebola_cases","Senegal",2015-01-20,0
"suspected_Ebola_cases","Senegal",2015-01-20,0
"all_Ebola_cases","Senegal",2015-01-20,1
"confirmed_Ebola_deaths","Senegal",2015-01-20,0
"probable_Ebola_deaths","Senegal",2015-01-20,0
"suspected_Ebola_deaths","Senegal",2015-01-20,0
"all_Ebola_deaths","Senegal",2015-01-20,0
"confirmed_Ebola_cases","Senegal",2015-01-21,1
"probable_Ebola_cases","Senegal",2015-01-21,0
"suspected_Ebola_cases","Senegal",2015-01-21,0
"all_Ebola_cases","Senegal",2015-01-21,1
"confirmed_Ebola_deaths","Senegal",2015-01-21,0
"probable_Ebola_deaths","Senegal",2015-01-21,0
"suspected_Ebola_deaths","Senegal",2015-01-21,0
"all_Ebola_deaths","Senegal",2015-01-21,0
"confirmed_Ebola_cases","Senegal",2015-01-22,1
"probable_Ebola_cases","Senegal",2015-01-22,0
"suspected_Ebola_cases","Senegal",2015-01-22,0
"all_Ebola_cases","Senegal",2015-01-22,1
"confirmed_Ebola_deaths","Senegal",2015-01-22,0
"probable_Ebola_deaths","Senegal",2015-01-22,0
"suspected_Ebola_deaths","Senegal",2015-01-22,0
"all_Ebola_deaths","Senegal",2015-01-22,0
"confirmed_Ebola_cases","Senegal",2015-01-23,1
"probable_Ebola_cases","Senegal",2015-01-23,0
"suspected_Ebola_cases","Senegal",2015-01-23,0
"all_Ebola_cases","Senegal",2015-01-23,1
"confirmed_Ebola_deaths","Senegal",2015-01-23,0
"probable_Ebola_deaths","Senegal",2015-01-23,0
"suspected_Ebola_deaths","Senegal",2015-01-23,0
"all_Ebola_deaths","Senegal",2015-01-23,0
"confirmed_Ebola_cases","Senegal",2015-01-26,1
"probable_Ebola_cases","Senegal",2015-01-26,0
"suspected_Ebola_cases","Senegal",2015-01-26,0
"all_Ebola_cases","Senegal",2015-01-26,1
"confirmed_Ebola_deaths","Senegal",2015-01-26,0
"probable_Ebola_deaths","Senegal",2015-01-26,0
"suspected_Ebola_deaths","Senegal",2015-01-26,0
"all_Ebola_deaths","Senegal",2015-01-26,0
"confirmed_Ebola_cases","Senegal",2015-01-27,1
"probable_Ebola_cases","Senegal",2015-01-27,0
"suspected_Ebola_cases","Senegal",2015-01-27,0
"all_Ebola_cases","Senegal",2015-01-27,1
"confirmed_Ebola_deaths","Senegal",2015-01-27,0
"probable_Ebola_deaths","Senegal",2015-01-27,0
"suspected_Ebola_deaths","Senegal",2015-01-27,0
"all_Ebola_deaths","Senegal",2015-01-27,0
"confirmed_Ebola_cases","Senegal",2015-01-28,1
"probable_Ebola_cases","Senegal",2015-01-28,0
"suspected_Ebola_cases","Senegal",2015-01-28,0
"all_Ebola_cases","Senegal",2015-01-28,1
"confirmed_Ebola_deaths","Senegal",2015-01-28,0
"probable_Ebola_deaths","Senegal",2015-01-28,0
"suspected_Ebola_deaths","Senegal",2015-01-28,0
"all_Ebola_deaths","Senegal",2015-01-28,0
"confirmed_Ebola_cases","Senegal",2015-01-29,1
"probable_Ebola_cases","Senegal",2015-01-29,0
"suspected_Ebola_cases","Senegal",2015-01-29,0
"all_Ebola_cases","Senegal",2015-01-29,1
"confirmed_Ebola_deaths","Senegal",2015-01-29,0
"probable_Ebola_deaths","Senegal",2015-01-29,0
"suspected_Ebola_deaths","Senegal",2015-01-29,0
"all_Ebola_deaths","Senegal",2015-01-29,0
"confirmed_Ebola_cases","Senegal",2015-01-30,1
"probable_Ebola_cases","Senegal",2015-01-30,0
"suspected_Ebola_cases","Senegal",2015-01-30,0
"all_Ebola_cases","Senegal",2015-01-30,1
"confirmed_Ebola_deaths","Senegal",2015-01-30,0
"probable_Ebola_deaths","Senegal",2015-01-30,0
"suspected_Ebola_deaths","Senegal",2015-01-30,0
"all_Ebola_deaths","Senegal",2015-01-30,0
"confirmed_Ebola_cases","Senegal",2015-02-02,1
"probable_Ebola_cases","Senegal",2015-02-02,0
"suspected_Ebola_cases","Senegal",2015-02-02,0
"all_Ebola_cases","Senegal",2015-02-02,1
"confirmed_Ebola_deaths","Senegal",2015-02-02,0
"probable_Ebola_deaths","Senegal",2015-02-02,0
"suspected_Ebola_deaths","Senegal",2015-02-02,0
"all_Ebola_deaths","Senegal",2015-02-02,0
"confirmed_Ebola_cases","Sierra Leone",2014-08-29,935
"probable_Ebola_cases","Sierra Leone",2014-08-29,37
"suspected_Ebola_cases","Sierra Leone",2014-08-29,54
"all_Ebola_cases","Sierra Leone",2014-08-29,1026
"confirmed_Ebola_deaths","Sierra Leone",2014-08-29,380
"probable_Ebola_deaths","Sierra Leone",2014-08-29,34
"suspected_Ebola_deaths","Sierra Leone",2014-08-29,8
"all_Ebola_deaths","Sierra Leone",2014-08-29,422
"confirmed_Ebola_cases","Sierra Leone",2014-09-05,1146
"probable_Ebola_cases","Sierra Leone",2014-09-05,37
"suspected_Ebola_cases","Sierra Leone",2014-09-05,78
"all_Ebola_cases","Sierra Leone",2014-09-05,1261
"confirmed_Ebola_deaths","Sierra Leone",2014-09-05,443
"probable_Ebola_deaths","Sierra Leone",2014-09-05,37
"suspected_Ebola_deaths","Sierra Leone",2014-09-05,11
"all_Ebola_deaths","Sierra Leone",2014-09-05,491
"confirmed_Ebola_cases","Sierra Leone",2014-09-08,1234
"probable_Ebola_cases","Sierra Leone",2014-09-08,37
"suspected_Ebola_cases","Sierra Leone",2014-09-08,90
"all_Ebola_cases","Sierra Leone",2014-09-08,1361
"confirmed_Ebola_deaths","Sierra Leone",2014-09-08,461
"probable_Ebola_deaths","Sierra Leone",2014-09-08,37
"suspected_Ebola_deaths","Sierra Leone",2014-09-08,11
"all_Ebola_deaths","Sierra Leone",2014-09-08,509
"confirmed_Ebola_cases","Sierra Leone",2014-09-12,1287
"probable_Ebola_cases","Sierra Leone",2014-09-12,37
"suspected_Ebola_cases","Sierra Leone",2014-09-12,100
"all_Ebola_cases","Sierra Leone",2014-09-12,1424
"confirmed_Ebola_deaths","Sierra Leone",2014-09-12,478
"probable_Ebola_deaths","Sierra Leone",2014-09-12,34
"suspected_Ebola_deaths","Sierra Leone",2014-09-12,12
"all_Ebola_deaths","Sierra Leone",2014-09-12,524
"confirmed_Ebola_cases","Sierra Leone",2014-09-16,1464
"probable_Ebola_cases","Sierra Leone",2014-09-16,37
"suspected_Ebola_cases","Sierra Leone",2014-09-16,119
"all_Ebola_cases","Sierra Leone",2014-09-16,1620
"confirmed_Ebola_deaths","Sierra Leone",2014-09-16,514
"probable_Ebola_deaths","Sierra Leone",2014-09-16,37
"suspected_Ebola_deaths","Sierra Leone",2014-09-16,11
"all_Ebola_deaths","Sierra Leone",2014-09-16,562
"confirmed_Ebola_cases","Sierra Leone",2014-09-18,1513
"probable_Ebola_cases","Sierra Leone",2014-09-18,37
"suspected_Ebola_cases","Sierra Leone",2014-09-18,123
"all_Ebola_cases","Sierra Leone",2014-09-18,1673
"confirmed_Ebola_deaths","Sierra Leone",2014-09-18,517
"probable_Ebola_deaths","Sierra Leone",2014-09-18,34
"suspected_Ebola_deaths","Sierra Leone",2014-09-18,11
"all_Ebola_deaths","Sierra Leone",2014-09-18,562
"confirmed_Ebola_cases","Sierra Leone",2014-09-22,1640
"probable_Ebola_cases","Sierra Leone",2014-09-22,37
"suspected_Ebola_cases","Sierra Leone",2014-09-22,136
"all_Ebola_cases","Sierra Leone",2014-09-22,1813
"confirmed_Ebola_deaths","Sierra Leone",2014-09-22,545
"probable_Ebola_deaths","Sierra Leone",2014-09-22,37
"suspected_Ebola_deaths","Sierra Leone",2014-09-22,11
"all_Ebola_deaths","Sierra Leone",2014-09-22,593
"confirmed_Ebola_cases","Sierra Leone",2014-09-24,1745
"probable_Ebola_cases","Sierra Leone",2014-09-24,37
"suspected_Ebola_cases","Sierra Leone",2014-09-24,158
"all_Ebola_cases","Sierra Leone",2014-09-24,1940
"confirmed_Ebola_deaths","Sierra Leone",2014-09-24,552
"probable_Ebola_deaths","Sierra Leone",2014-09-24,34
"suspected_Ebola_deaths","Sierra Leone",2014-09-24,11
"all_Ebola_deaths","Sierra Leone",2014-09-24,597
"confirmed_Ebola_cases","Sierra Leone",2014-09-26,1816
"probable_Ebola_cases","Sierra Leone",2014-09-26,37
"suspected_Ebola_cases","Sierra Leone",2014-09-26,168
"all_Ebola_cases","Sierra Leone",2014-09-26,2021
"confirmed_Ebola_deaths","Sierra Leone",2014-09-26,557
"probable_Ebola_deaths","Sierra Leone",2014-09-26,37
"suspected_Ebola_deaths","Sierra Leone",2014-09-26,11
"all_Ebola_deaths","Sierra Leone",2014-09-26,605
"confirmed_Ebola_cases","Sierra Leone",2014-10-01,2076
"probable_Ebola_cases","Sierra Leone",2014-10-01,37
"suspected_Ebola_cases","Sierra Leone",2014-10-01,191
"all_Ebola_cases","Sierra Leone",2014-10-01,2304
"confirmed_Ebola_deaths","Sierra Leone",2014-10-01,574
"probable_Ebola_deaths","Sierra Leone",2014-10-01,37
"suspected_Ebola_deaths","Sierra Leone",2014-10-01,11
"all_Ebola_deaths","Sierra Leone",2014-10-01,622
"confirmed_Ebola_cases","Sierra Leone",2014-10-03,2179
"probable_Ebola_cases","Sierra Leone",2014-10-03,37
"suspected_Ebola_cases","Sierra Leone",2014-10-03,221
"all_Ebola_cases","Sierra Leone",2014-10-03,2437
"confirmed_Ebola_deaths","Sierra Leone",2014-10-03,575
"probable_Ebola_deaths","Sierra Leone",2014-10-03,37
"suspected_Ebola_deaths","Sierra Leone",2014-10-03,11
"all_Ebola_deaths","Sierra Leone",2014-10-03,623
"confirmed_Ebola_cases","Sierra Leone",2014-10-08,2455
"probable_Ebola_cases","Sierra Leone",2014-10-08,37
"suspected_Ebola_cases","Sierra Leone",2014-10-08,297
"all_Ebola_cases","Sierra Leone",2014-10-08,2789
"confirmed_Ebola_deaths","Sierra Leone",2014-10-08,725
"probable_Ebola_deaths","Sierra Leone",2014-10-08,123
"suspected_Ebola_deaths","Sierra Leone",2014-10-08,31
"all_Ebola_deaths","Sierra Leone",2014-10-08,879
"confirmed_Ebola_cases","Sierra Leone",2014-10-10,2593
"probable_Ebola_cases","Sierra Leone",2014-10-10,37
"suspected_Ebola_cases","Sierra Leone",2014-10-10,320
"all_Ebola_cases","Sierra Leone",2014-10-10,2950
"confirmed_Ebola_deaths","Sierra Leone",2014-10-10,753
"probable_Ebola_deaths","Sierra Leone",2014-10-10,142
"suspected_Ebola_deaths","Sierra Leone",2014-10-10,35
"all_Ebola_deaths","Sierra Leone",2014-10-10,930
"confirmed_Ebola_cases","Sierra Leone",2014-10-15,2849
"probable_Ebola_cases","Sierra Leone",2014-10-15,37
"suspected_Ebola_cases","Sierra Leone",2014-10-15,366
"all_Ebola_cases","Sierra Leone",2014-10-15,3252
"confirmed_Ebola_deaths","Sierra Leone",2014-10-15,926
"probable_Ebola_deaths","Sierra Leone",2014-10-15,157
"suspected_Ebola_deaths","Sierra Leone",2014-10-15,100
"all_Ebola_deaths","Sierra Leone",2014-10-15,1183
"confirmed_Ebola_cases","Sierra Leone",2014-10-17,2977
"probable_Ebola_cases","Sierra Leone",2014-10-17,37
"suspected_Ebola_cases","Sierra Leone",2014-10-17,396
"all_Ebola_cases","Sierra Leone",2014-10-17,3410
"confirmed_Ebola_deaths","Sierra Leone",2014-10-17,932
"probable_Ebola_deaths","Sierra Leone",2014-10-17,161
"suspected_Ebola_deaths","Sierra Leone",2014-10-17,107
"all_Ebola_deaths","Sierra Leone",2014-10-17,1200
"confirmed_Ebola_cases","Sierra Leone",2014-10-22,3223
"probable_Ebola_cases","Sierra Leone",2014-10-22,37
"suspected_Ebola_cases","Sierra Leone",2014-10-22,446
"all_Ebola_cases","Sierra Leone",2014-10-22,3706
"confirmed_Ebola_deaths","Sierra Leone",2014-10-22,986
"probable_Ebola_deaths","Sierra Leone",2014-10-22,164
"suspected_Ebola_deaths","Sierra Leone",2014-10-22,109
"all_Ebola_deaths","Sierra Leone",2014-10-22,1259
"confirmed_Ebola_cases","Sierra Leone",2014-10-25,3389
"probable_Ebola_cases","Sierra Leone",2014-10-25,37
"suspected_Ebola_cases","Sierra Leone",2014-10-25,470
"all_Ebola_cases","Sierra Leone",2014-10-25,3896
